player_id,player,match_id,date,kills,hs,assists,flash_assists,kdratio,deaths,kddiff,adr,fkdiff,rating,teamname,winner,winner_id,total_rounds,mapstatid,win_rounds,map
5287,5287,TENZKI,2341936,2020-06-18,22,11,2,0,2,26,-4,66,-2,0.84,Nordavind,ALTERNATE aTTaX,4501,36.0,104440,19,Vertigo
9294,9294,NaToSaphiX,2341936,2020-06-18,15,9,8,2,8,29,-14,61,0,0.75,Nordavind,ALTERNATE aTTaX,4501,36.0,104440,19,Vertigo
8800,8800,stfN,2341936,2020-06-18,33,17,11,4,11,21,12,96,5,1.48,ALTERNATE aTTaX,ALTERNATE aTTaX,4501,36.0,104440,19,Vertigo
8212,8212,ScrunK,2341936,2020-06-18,34,13,6,0,6,28,6,94,3,1.36,ALTERNATE aTTaX,ALTERNATE aTTaX,4501,36.0,104440,19,Vertigo
12782,12782,kressy,2341936,2020-06-18,29,11,4,0,4,23,6,77,-5,1.13,ALTERNATE aTTaX,ALTERNATE aTTaX,4501,36.0,104440,19,Vertigo
11701,11701,mirbit,2341936,2020-06-18,17,3,18,4,18,23,-6,68,-1,1.03,ALTERNATE aTTaX,ALTERNATE aTTaX,4501,36.0,104440,19,Vertigo
15370,15370,slaxz-,2341936,2020-06-18,25,3,7,2,7,24,1,69,0,1.03,ALTERNATE aTTaX,ALTERNATE aTTaX,4501,36.0,104440,19,Vertigo
11039,11039,JazzPimp,2342232,2020-06-18,19,6,3,0,3,17,2,78,1,1.11,Recon 5,New%20England%20Whalers,9888,22.0,104435,16,Mirage
12101,12101,neptune,2342232,2020-06-18,11,6,5,0,5,17,-6,69,3,0.93,Recon 5,New%20England%20Whalers,9888,22.0,104435,16,Mirage
13521,13521,Reality,2342232,2020-06-18,12,5,1,0,1,15,-3,57,0,0.9,Recon 5,New%20England%20Whalers,9888,22.0,104435,16,Mirage
14204,14204,jet-,2342232,2020-06-18,13,3,4,0,4,21,-8,71,-1,0.71,Recon 5,New%20England%20Whalers,9888,22.0,104435,16,Mirage
17918,17918,nosraC,2342232,2020-06-18,9,2,3,1,3,18,-9,51,-1,0.55,Recon 5,New%20England%20Whalers,9888,22.0,104435,16,Mirage
15090,15090,PwnAlone,2342232,2020-06-18,27,11,7,2,7,11,16,121,3,1.99,New England Whalers,New%20England%20Whalers,9888,22.0,104435,16,Mirage
16318,16318,BOOBIE,2342232,2020-06-18,19,8,5,2,5,11,8,83,-2,1.44,New England Whalers,New%20England%20Whalers,9888,22.0,104435,16,Mirage
13250,13250,ben1337,2342232,2020-06-18,17,6,6,1,6,14,3,89,1,1.33,New England Whalers,New%20England%20Whalers,9888,22.0,104435,16,Mirage
12102,12102,djay,2342232,2020-06-18,14,8,7,0,7,15,-1,70,-2,1.12,New England Whalers,New%20England%20Whalers,9888,22.0,104435,16,Mirage
18115,18115,Rampage,2342232,2020-06-18,11,4,2,0,2,13,-2,59,-2,0.94,New England Whalers,New%20England%20Whalers,9888,22.0,104435,16,Mirage
11227,11227,ShoT_UP,2342231,2020-06-18,9,5,2,0,2,18,-9,63,0,0.64,Buffdaddy's Paypal,Warriors%20International,10719,19.0,104433,16,Inferno
13332,13332,Alphacolt,2342231,2020-06-18,7,4,2,0,2,16,-9,60,-3,0.56,Buffdaddy's Paypal,Warriors%20International,10719,19.0,104433,16,Inferno
14111,14111,alter,2342231,2020-06-18,9,6,0,0,0,19,-10,45,-1,0.52,Buffdaddy's Paypal,Warriors%20International,10719,19.0,104433,16,Inferno
18500,18500,TiCx,2342231,2020-06-18,7,2,1,0,1,18,-11,35,-2,0.42,Buffdaddy's Paypal,Warriors%20International,10719,19.0,104433,16,Inferno
13334,13334,friskybanana,2342231,2020-06-18,5,2,4,0,4,17,-12,41,-3,0.42,Buffdaddy's Paypal,Warriors%20International,10719,19.0,104433,16,Inferno
19174,19174,walker,2342231,2020-06-18,28,10,5,2,5,5,23,141,7,2.45,Warriors International,Warriors%20International,10719,19.0,104433,16,Inferno
16599,16599,Swisher,2342231,2020-06-18,17,5,8,3,8,5,12,92,1,1.66,Warriors International,Warriors%20International,10719,19.0,104433,16,Inferno
16589,16589,bokumbop,2342231,2020-06-18,18,9,3,0,3,11,7,101,1,1.46,Warriors International,Warriors%20International,10719,19.0,104433,16,Inferno
14799,14799,hyper-,2342231,2020-06-18,18,4,3,1,3,11,7,84,1,1.38,Warriors International,Warriors%20International,10719,19.0,104433,16,Inferno
18709,18709,Hendy,2342231,2020-06-18,7,2,8,5,8,6,1,46,-1,1.0,Warriors International,Warriors%20International,10719,19.0,104433,16,Inferno
12090,12090,FrostayK,2342229,2020-06-18,34,18,15,4,15,26,8,91,2,1.34,Keep the Comms Up,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
11445,11445,JonahP,2342229,2020-06-18,31,5,7,5,7,23,8,65,3,1.19,Keep the Comms Up,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
14497,14497,Mauisnake,2342229,2020-06-18,28,15,12,2,12,29,-1,77,-1,1.13,Keep the Comms Up,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
17096,17096,BASE,2342229,2020-06-18,32,12,11,3,11,30,2,83,-7,1.12,Keep the Comms Up,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
14613,14613,sterling,2342229,2020-06-18,23,16,4,0,4,34,-11,64,1,0.86,Keep the Comms Up,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
17353,17353,cxzi,2342229,2020-06-18,35,8,7,2,7,27,8,88,7,1.37,Polar Ace,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
15126,15126,RenZ,2342229,2020-06-18,29,18,8,1,8,32,-3,81,4,1.1,Polar Ace,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
16368,16368,Magowi,2342229,2020-06-18,28,15,11,4,11,31,-3,73,-3,1.09,Polar Ace,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
14955,14955,Lacore,2342229,2020-06-18,27,11,6,1,6,28,-1,67,-3,0.93,Polar Ace,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
17097,17097,Powerzz,2342229,2020-06-18,21,8,8,3,8,31,-10,55,-3,0.78,Polar Ace,Keep%20the%20Comms%20Up,10691,42.0,104431,22,Inferno
15255,15255,Swahn,2342263,2020-06-18,26,9,3,0,3,19,7,80,2,1.28,Swedish Canadians,Levitate,10744,30.0,104430,16,Nuke
14077,14077,AAustiN,2342263,2020-06-18,22,15,2,0,2,18,4,81,1,1.14,Swedish Canadians,Levitate,10744,30.0,104430,16,Nuke
17510,17510,J0LZ,2342263,2020-06-18,20,8,7,0,7,25,-5,75,3,1.08,Swedish Canadians,Levitate,10744,30.0,104430,16,Nuke
16652,16652,battery,2342263,2020-06-18,21,10,5,1,5,25,-4,77,-3,0.88,Swedish Canadians,Levitate,10744,30.0,104430,16,Nuke
15523,15523,vek,2342263,2020-06-18,12,4,9,2,9,24,-12,51,-5,0.58,Swedish Canadians,Levitate,10744,30.0,104430,16,Nuke
16902,16902,KmZ,2342263,2020-06-18,25,16,9,3,9,17,8,90,5,1.46,Levitate,Levitate,10744,30.0,104430,16,Nuke
16647,16647,Bwills,2342263,2020-06-18,27,16,5,0,5,21,6,93,2,1.31,Levitate,Levitate,10744,30.0,104430,16,Nuke
16546,16546,Sneaky,2342263,2020-06-18,23,10,2,0,2,20,3,80,0,1.06,Levitate,Levitate,10744,30.0,104430,16,Nuke
17372,17372,FaNg,2342263,2020-06-18,23,11,6,2,6,24,-1,80,-2,1.03,Levitate,Levitate,10744,30.0,104430,16,Nuke
16453,16453,SPAMMER,2342263,2020-06-18,13,8,1,0,1,19,-6,43,-3,0.85,Levitate,Levitate,10744,30.0,104430,16,Nuke
9214,9214,spamzzy1,2342230,2020-06-18,18,10,2,1,2,18,0,96,-2,1.04,Infinity,TeamOne,6947,21.0,104429,16,Inferno
7862,7862,k1Nky,2342230,2020-06-18,12,8,4,0,4,16,-4,77,1,0.86,Infinity,TeamOne,6947,21.0,104429,16,Inferno
12339,12339,tor1towOw,2342230,2020-06-18,10,5,1,0,1,18,-8,59,-3,0.6,Infinity,TeamOne,6947,21.0,104429,16,Inferno
10347,10347,Daveys,2342230,2020-06-18,8,1,1,0,1,16,-8,40,2,0.59,Infinity,TeamOne,6947,21.0,104429,16,Inferno
17849,17849,alone,2342230,2020-06-18,6,3,2,2,2,18,-12,27,-1,0.37,Infinity,TeamOne,6947,21.0,104429,16,Inferno
2529,2529,Maluk3,2342230,2020-06-18,24,8,8,6,8,9,15,109,2,1.81,TeamOne,TeamOne,6947,21.0,104429,16,Inferno
17585,17585,b4rtiN,2342230,2020-06-18,23,16,3,0,3,11,12,116,2,1.76,TeamOne,TeamOne,6947,21.0,104429,16,Inferno
11617,11617,malbsMd,2342230,2020-06-18,18,12,6,2,6,14,4,84,0,1.41,TeamOne,TeamOne,6947,21.0,104429,16,Inferno
17553,17553,pesadelo,2342230,2020-06-18,13,4,4,1,4,11,2,69,1,1.28,TeamOne,TeamOne,6947,21.0,104429,16,Inferno
10827,10827,prt,2342230,2020-06-18,8,8,4,2,4,10,-2,52,-2,0.92,TeamOne,TeamOne,6947,21.0,104429,16,Inferno
13332,13332,Alphacolt,2342228,2020-06-18,11,6,2,0,2,15,-4,78,-1,0.81,Buffdaddy's Paypal,Levitate,10744,17.0,104428,16,Dust2
18500,18500,TiCx,2342228,2020-06-18,8,3,1,0,1,16,-8,61,-2,0.48,Buffdaddy's Paypal,Levitate,10744,17.0,104428,16,Dust2
14111,14111,alter,2342228,2020-06-18,7,4,0,0,0,17,-10,47,-1,0.33,Buffdaddy's Paypal,Levitate,10744,17.0,104428,16,Dust2
9840,9840,boomy,2342228,2020-06-18,4,2,1,0,1,17,-13,38,-3,0.23,Buffdaddy's Paypal,Levitate,10744,17.0,104428,16,Dust2
11227,11227,ShoT_UP,2342228,2020-06-18,2,1,1,0,1,17,-15,36,-4,0.14,Buffdaddy's Paypal,Levitate,10744,17.0,104428,16,Dust2
16902,16902,KmZ,2342228,2020-06-18,22,18,7,3,7,5,17,135,4,2.38,Levitate,Levitate,10744,17.0,104428,16,Dust2
16546,16546,Sneaky,2342228,2020-06-18,17,6,5,3,5,3,14,96,2,1.89,Levitate,Levitate,10744,17.0,104428,16,Dust2
16453,16453,SPAMMER,2342228,2020-06-18,12,8,5,2,5,6,6,81,1,1.5,Levitate,Levitate,10744,17.0,104428,16,Dust2
16647,16647,Bwills,2342228,2020-06-18,15,10,4,4,4,8,7,74,1,1.49,Levitate,Levitate,10744,17.0,104428,16,Dust2
17372,17372,FaNg,2342228,2020-06-18,15,9,3,0,3,10,5,92,2,1.44,Levitate,Levitate,10744,17.0,104428,16,Dust2
10394,10394,Twistzz,2342094,2020-06-17,19,15,1,0,1,18,1,91,0,1.15,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8738,8738,EliGE,2342094,2020-06-17,16,6,2,0,2,18,-2,70,0,0.93,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8797,8797,Stewie2K,2342094,2020-06-17,9,4,3,0,3,19,-10,61,-4,0.67,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8520,8520,NAF,2342094,2020-06-17,6,5,3,2,3,17,-11,46,1,0.55,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
7687,7687,nitr0,2342094,2020-06-17,7,4,0,0,0,19,-12,47,-3,0.42,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
9136,9136,Brehze,2342094,2020-06-17,22,12,3,1,3,10,12,98,-2,1.62,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8507,8507,stanislaw,2342094,2020-06-17,21,12,7,3,7,11,10,96,4,1.59,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
10671,10671,Ethan,2342094,2020-06-17,18,8,7,1,7,11,7,91,0,1.48,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
11219,11219,CeRq,2342094,2020-06-17,16,3,6,4,6,12,4,71,4,1.24,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8523,8523,tarik,2342094,2020-06-17,14,6,6,2,6,13,1,82,0,1.08,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8738,8738,EliGE,2342094,2020-06-17,26,10,6,0,6,10,16,128,-1,1.89,Liquid,Liquid,5973,23.0,104425,16,Nuke
7687,7687,nitr0,2342094,2020-06-17,21,7,3,0,3,12,9,92,5,1.56,Liquid,Liquid,5973,23.0,104425,16,Nuke
8520,8520,NAF,2342094,2020-06-17,18,9,2,1,2,14,4,79,2,1.25,Liquid,Liquid,5973,23.0,104425,16,Nuke
8797,8797,Stewie2K,2342094,2020-06-17,17,8,5,0,5,14,3,82,1,1.21,Liquid,Liquid,5973,23.0,104425,16,Nuke
10394,10394,Twistzz,2342094,2020-06-17,15,10,2,0,2,11,4,63,2,1.17,Liquid,Liquid,5973,23.0,104425,16,Nuke
11219,11219,CeRq,2342094,2020-06-17,13,6,4,0,4,20,-7,81,1,0.94,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
9136,9136,Brehze,2342094,2020-06-17,13,7,0,0,0,19,-6,57,-1,0.77,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8523,8523,tarik,2342094,2020-06-17,12,8,3,0,3,19,-7,58,-5,0.71,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
10671,10671,Ethan,2342094,2020-06-17,14,4,1,0,1,21,-7,69,-3,0.7,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8507,8507,stanislaw,2342094,2020-06-17,9,6,2,0,2,20,-11,57,-1,0.58,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8520,8520,NAF,2342094,2020-06-17,18,11,2,0,2,18,0,91,-2,1.07,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
10394,10394,Twistzz,2342094,2020-06-17,19,11,2,0,2,20,-1,86,-3,1.03,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
8738,8738,EliGE,2342094,2020-06-17,13,7,5,2,5,22,-9,76,2,0.83,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
8797,8797,Stewie2K,2342094,2020-06-17,13,7,3,1,3,21,-8,52,-1,0.67,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
7687,7687,nitr0,2342094,2020-06-17,8,2,6,5,6,19,-11,44,-2,0.59,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
10671,10671,Ethan,2342094,2020-06-17,22,9,10,5,10,14,8,99,6,1.6,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
11219,11219,CeRq,2342094,2020-06-17,22,6,8,3,8,13,9,89,1,1.43,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8507,8507,stanislaw,2342094,2020-06-17,18,5,6,3,6,12,6,79,-1,1.26,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8523,8523,tarik,2342094,2020-06-17,20,9,3,1,3,17,3,81,-1,1.21,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
9136,9136,Brehze,2342094,2020-06-17,17,11,4,1,4,15,2,83,1,1.16,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8520,8520,NAF,2342094,2020-06-17,18,11,2,0,2,18,0,91,-2,1.07,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
10394,10394,Twistzz,2342094,2020-06-17,19,11,2,0,2,20,-1,86,-3,1.03,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
8738,8738,EliGE,2342094,2020-06-17,13,7,5,2,5,22,-9,76,2,0.83,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
8797,8797,Stewie2K,2342094,2020-06-17,13,7,3,1,3,21,-8,52,-1,0.67,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
7687,7687,nitr0,2342094,2020-06-17,8,2,6,5,6,19,-11,44,-2,0.59,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
10671,10671,Ethan,2342094,2020-06-17,22,9,10,5,10,14,8,99,6,1.6,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
11219,11219,CeRq,2342094,2020-06-17,22,6,8,3,8,13,9,89,1,1.43,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8507,8507,stanislaw,2342094,2020-06-17,18,5,6,3,6,12,6,79,-1,1.26,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8523,8523,tarik,2342094,2020-06-17,20,9,3,1,3,17,3,81,-1,1.21,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
9136,9136,Brehze,2342094,2020-06-17,17,11,4,1,4,15,2,83,1,1.16,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8738,8738,EliGE,2342094,2020-06-17,26,10,6,0,6,10,16,128,-1,1.89,Liquid,Liquid,5973,23.0,104425,16,Nuke
7687,7687,nitr0,2342094,2020-06-17,21,7,3,0,3,12,9,92,5,1.56,Liquid,Liquid,5973,23.0,104425,16,Nuke
8520,8520,NAF,2342094,2020-06-17,18,9,2,1,2,14,4,79,2,1.25,Liquid,Liquid,5973,23.0,104425,16,Nuke
8797,8797,Stewie2K,2342094,2020-06-17,17,8,5,0,5,14,3,82,1,1.21,Liquid,Liquid,5973,23.0,104425,16,Nuke
10394,10394,Twistzz,2342094,2020-06-17,15,10,2,0,2,11,4,63,2,1.17,Liquid,Liquid,5973,23.0,104425,16,Nuke
11219,11219,CeRq,2342094,2020-06-17,13,6,4,0,4,20,-7,81,1,0.94,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
9136,9136,Brehze,2342094,2020-06-17,13,7,0,0,0,19,-6,57,-1,0.77,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8523,8523,tarik,2342094,2020-06-17,12,8,3,0,3,19,-7,58,-5,0.71,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
10671,10671,Ethan,2342094,2020-06-17,14,4,1,0,1,21,-7,69,-3,0.7,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8507,8507,stanislaw,2342094,2020-06-17,9,6,2,0,2,20,-11,57,-1,0.58,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
10394,10394,Twistzz,2342094,2020-06-17,19,15,1,0,1,18,1,91,0,1.15,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8738,8738,EliGE,2342094,2020-06-17,16,6,2,0,2,18,-2,70,0,0.93,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8797,8797,Stewie2K,2342094,2020-06-17,9,4,3,0,3,19,-10,61,-4,0.67,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8520,8520,NAF,2342094,2020-06-17,6,5,3,2,3,17,-11,46,1,0.55,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
7687,7687,nitr0,2342094,2020-06-17,7,4,0,0,0,19,-12,47,-3,0.42,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
9136,9136,Brehze,2342094,2020-06-17,22,12,3,1,3,10,12,98,-2,1.62,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8507,8507,stanislaw,2342094,2020-06-17,21,12,7,3,7,11,10,96,4,1.59,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
10671,10671,Ethan,2342094,2020-06-17,18,8,7,1,7,11,7,91,0,1.48,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
11219,11219,CeRq,2342094,2020-06-17,16,3,6,4,6,12,4,71,4,1.24,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8523,8523,tarik,2342094,2020-06-17,14,6,6,2,6,13,1,82,0,1.08,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8738,8738,EliGE,2342094,2020-06-17,26,10,6,0,6,10,16,128,-1,1.89,Liquid,Liquid,5973,23.0,104425,16,Nuke
7687,7687,nitr0,2342094,2020-06-17,21,7,3,0,3,12,9,92,5,1.56,Liquid,Liquid,5973,23.0,104425,16,Nuke
8520,8520,NAF,2342094,2020-06-17,18,9,2,1,2,14,4,79,2,1.25,Liquid,Liquid,5973,23.0,104425,16,Nuke
8797,8797,Stewie2K,2342094,2020-06-17,17,8,5,0,5,14,3,82,1,1.21,Liquid,Liquid,5973,23.0,104425,16,Nuke
10394,10394,Twistzz,2342094,2020-06-17,15,10,2,0,2,11,4,63,2,1.17,Liquid,Liquid,5973,23.0,104425,16,Nuke
11219,11219,CeRq,2342094,2020-06-17,13,6,4,0,4,20,-7,81,1,0.94,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
9136,9136,Brehze,2342094,2020-06-17,13,7,0,0,0,19,-6,57,-1,0.77,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8523,8523,tarik,2342094,2020-06-17,12,8,3,0,3,19,-7,58,-5,0.71,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
10671,10671,Ethan,2342094,2020-06-17,14,4,1,0,1,21,-7,69,-3,0.7,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8507,8507,stanislaw,2342094,2020-06-17,9,6,2,0,2,20,-11,57,-1,0.58,Evil Geniuses,Liquid,5973,23.0,104425,16,Nuke
8520,8520,NAF,2342094,2020-06-17,18,11,2,0,2,18,0,91,-2,1.07,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
10394,10394,Twistzz,2342094,2020-06-17,19,11,2,0,2,20,-1,86,-3,1.03,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
8738,8738,EliGE,2342094,2020-06-17,13,7,5,2,5,22,-9,76,2,0.83,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
8797,8797,Stewie2K,2342094,2020-06-17,13,7,3,1,3,21,-8,52,-1,0.67,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
7687,7687,nitr0,2342094,2020-06-17,8,2,6,5,6,19,-11,44,-2,0.59,Liquid,Evil Geniuses,10399,24.0,104426,16,Dust2
10671,10671,Ethan,2342094,2020-06-17,22,9,10,5,10,14,8,99,6,1.6,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
11219,11219,CeRq,2342094,2020-06-17,22,6,8,3,8,13,9,89,1,1.43,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8507,8507,stanislaw,2342094,2020-06-17,18,5,6,3,6,12,6,79,-1,1.26,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
8523,8523,tarik,2342094,2020-06-17,20,9,3,1,3,17,3,81,-1,1.21,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
9136,9136,Brehze,2342094,2020-06-17,17,11,4,1,4,15,2,83,1,1.16,Evil Geniuses,Evil Geniuses,10399,24.0,104426,16,Dust2
10394,10394,Twistzz,2342094,2020-06-17,19,15,1,0,1,18,1,91,0,1.15,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8738,8738,EliGE,2342094,2020-06-17,16,6,2,0,2,18,-2,70,0,0.93,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8797,8797,Stewie2K,2342094,2020-06-17,9,4,3,0,3,19,-10,61,-4,0.67,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
8520,8520,NAF,2342094,2020-06-17,6,5,3,2,3,17,-11,46,1,0.55,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
7687,7687,nitr0,2342094,2020-06-17,7,4,0,0,0,19,-12,47,-3,0.42,Liquid,Evil Geniuses,10399,22.0,104427,16,Inferno
9136,9136,Brehze,2342094,2020-06-17,22,12,3,1,3,10,12,98,-2,1.62,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8507,8507,stanislaw,2342094,2020-06-17,21,12,7,3,7,11,10,96,4,1.59,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
10671,10671,Ethan,2342094,2020-06-17,18,8,7,1,7,11,7,91,0,1.48,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
11219,11219,CeRq,2342094,2020-06-17,16,3,6,4,6,12,4,71,4,1.24,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
8523,8523,tarik,2342094,2020-06-17,14,6,6,2,6,13,1,82,0,1.08,Evil Geniuses,Evil Geniuses,10399,22.0,104427,16,Inferno
9019,9019,Surreal,2342259,2020-06-17,34,16,4,1,4,17,17,95,3,1.61,Endpoint,Endpoint,7234,30.0,104419,16,Dust2
7700,7700,robiin,2342259,2020-06-17,18,12,11,2,11,22,-4,84,2,1.07,Endpoint,Endpoint,7234,30.0,104419,16,Dust2
7996,7996,CRUC1AL,2342259,2020-06-17,20,6,4,1,4,19,1,67,-4,1.0,Endpoint,Endpoint,7234,30.0,104419,16,Dust2
13018,13018,Thomas,2342259,2020-06-17,17,9,5,0,5,18,-1,62,-1,0.89,Endpoint,Endpoint,7234,30.0,104419,16,Dust2
8983,8983,MiGHTYMAX,2342259,2020-06-17,13,4,7,1,7,19,-6,59,0,0.85,Endpoint,Endpoint,7234,30.0,104419,16,Dust2
5480,5480,jOELZ,2342259,2020-06-17,23,6,6,1,6,19,4,92,2,1.29,mens,Endpoint,7234,30.0,104419,16,Dust2
8416,8416,ayken,2342259,2020-06-17,25,11,6,4,6,20,5,91,0,1.24,mens,Endpoint,7234,30.0,104419,16,Dust2
11938,11938,crank,2342259,2020-06-17,18,7,3,0,3,18,0,77,-1,0.93,mens,Endpoint,7234,30.0,104419,16,Dust2
8324,8324,morelz,2342259,2020-06-17,19,10,3,0,3,24,-5,70,0,0.92,mens,Endpoint,7234,30.0,104419,16,Dust2
7232,7232,r0bs3n,2342259,2020-06-17,10,5,5,1,5,21,-11,38,-1,0.62,mens,Endpoint,7234,30.0,104419,16,Dust2
12757,12757,SP1NT,2342260,2020-06-17,14,7,3,0,3,18,-4,82,-1,0.97,pro100,SKADE,10386,21.0,104417,16,Mirage
18456,18456,fostar,2342260,2020-06-17,16,5,1,0,1,17,-1,80,-1,0.94,pro100,SKADE,10386,21.0,104417,16,Mirage
11498,11498,NickelBack,2342260,2020-06-17,7,6,1,1,1,18,-11,36,-3,0.51,pro100,SKADE,10386,21.0,104417,16,Mirage
7403,7403,WorldEdit,2342260,2020-06-17,6,3,4,1,4,20,-14,44,-2,0.44,pro100,SKADE,10386,21.0,104417,16,Mirage
13780,13780,dimasick,2342260,2020-06-17,6,6,1,0,1,20,-14,39,-4,0.31,pro100,SKADE,10386,21.0,104417,16,Mirage
17145,17145,Rainwaker,2342260,2020-06-17,18,9,11,1,11,9,9,114,3,1.73,SKADE,SKADE,10386,21.0,104417,16,Mirage
13466,13466,dennyslaw,2342260,2020-06-17,20,8,4,0,4,11,9,101,1,1.62,SKADE,SKADE,10386,21.0,104417,16,Mirage
16410,16410,Duplicate,2342260,2020-06-17,20,8,2,0,2,9,11,81,4,1.55,SKADE,SKADE,10386,21.0,104417,16,Mirage
11217,11217,SPELLAN,2342260,2020-06-17,18,5,3,0,3,9,9,89,0,1.38,SKADE,SKADE,10386,21.0,104417,16,Mirage
18697,18697,Oxygen,2342260,2020-06-17,15,6,4,1,4,11,4,57,3,1.28,SKADE,SKADE,10386,21.0,104417,16,Mirage
12010,12010,P4TriCK,2342268,2020-06-17,26,17,6,1,6,25,1,80,3,1.06,Unicorns of Love,HellRaisers,5310,35.0,104422,19,Dust2
7523,7523,maRky,2342268,2020-06-17,23,16,6,2,6,24,-1,75,1,1.03,Unicorns of Love,HellRaisers,5310,35.0,104422,19,Dust2
